"Name","Debut","Final","Position","Height","Weight","Birthday","School","HOF","Active","G","PTS","TRB","AST","FG.","FG3.","FT.","eFG.","PER","WS","RowNumber"
"Chet Aubuchon",1947,1947,"['Guard']",70,137,"May 18, 1916","['Michigan State']","False","False",30,2.2,NA,0.7,25.3,NA,54.3,NA,NA,1.2,161
"Stacey Augmon",1992,2006,"['Forward', 'Guard']",80,205,"August 1, 1968","['UNLV']","False","False",1001,8,3.2,1.6,46.9,15.2,72.8,47,13.7,43.8,162
"D.J. Augustin",2009,2022,"['Guard']",71,183,"November 10, 1987","['Texas']","False","False",976,9.5,1.8,3.9,41.2,38.1,86.7,49.9,14,47.7,163
"James Augustine",2007,2008,"['Forward']",82,235,"February 27, 1984","['Illinois']","False","False",27,1.6,1.2,0.1,51.4,NA,50,51.4,11.1,0.3,164
"Isaac Austin",1992,2002,"['Center']",82,255,"August 18, 1969","['Arizona State']","False","False",432,7.6,4.7,1.2,44.6,17.6,67,44.8,13,9.2,165
"Johnny Austin",1967,1968,"['Guard']",72,170,"August 31, 1944","['Boston College']","False","False",45,7.6,1.6,1.4,37.5,0,73.1,37.5,9.3,0.9,166
"Ken Austin",1984,1984,"['Forward']",81,205,"July 15, 1961","['Rice University']","False","False",7,1.7,0.4,0.1,46.2,NA,NA,46.2,5.6,0,167
"Deni Avdija",2021,2025,"['Guard', 'Forward']",81,210,"January 3, 2001","","False","True",359,11.3,6.2,2.8,46.2,33.7,75.3,52.9,13.1,14.7,168
"Anthony Avent",1993,2000,"['Forward']",81,235,"October 18, 1969","['Seton Hall']","False","False",352,5.6,4.5,0.8,40.3,0,68.6,40.3,8.8,0.3,169
"Bird Averitt",1974,1978,"['Guard']",73,170,"July 22, 1952","['Pepperdine']","False","False",366,12.1,1.9,2.9,40.5,24.9,74.3,41.2,12.5,3.9,170
"William Avery",2000,2002,"['Guard']",74,197,"August 8, 1979","['Duke']","False","False",142,2.7,0.7,1.4,33,25.5,71.4,37.8,7.3,-0.9,171
"Dennis Awtrey",1971,1982,"['Center']",82,235,"February 22, 1948","['Santa Clara']","False","False",733,4.8,4.6,2,45.9,NA,65.2,45.9,10.5,22.4,172
"Joel Ayayi",2022,2022,"['Guard']",77,180,"March 5, 2000","['Gonzaga']","False","True",7,0.3,0.4,0.6,16.7,0,NA,16.7,3.4,0,173
"Gustavo Ayón",2012,2014,"['Center']",82,250,"April 1, 1985","","False","False",135,4.7,4.4,1.3,53.6,0,50.4,53.6,14.7,5.1,174
"Jeff Ayres",2010,2016,"['Forward']",81,240,"April 29, 1987","['Arizona State']","False","False",237,2.9,2.7,0.4,55.3,40,77.6,55.5,12.4,6.3,175
"Deandre Ayton",2019,2025,"['Center']",84,250,"July 23, 1998","['Arizona']","False","True",398,16.4,10.5,1.6,59,23,75.5,59.3,20,37.6,176
"Kelenna Azubuike",2007,2012,"['Guard']",77,220,"December 16, 1983","['Kentucky']","False","False",208,10.5,4,1.1,45.9,40.9,77,51.9,14.3,9.3,177
"Udoka Azubuike",2021,2024,"['Center']",82,280,"September 17, 1999","['Kansas']","False","True",84,3,2.8,0.2,75.8,NA,44.4,75.8,15.5,2,178
"Chris Babb",2014,2014,"['Guard']",77,225,"February 14, 1990","['Penn State', ' Iowa State']","False","False",14,1.6,1.2,0.2,26.7,22.2,NA,36.7,3.7,0,179
"Luke Babbitt",2011,2018,"['Forward']",81,225,"June 20, 1989","['Nevada']","False","False",381,4.8,2.2,0.6,40.8,40.2,74.7,53.2,10.1,7.2,180
"Miloš Babić",1991,1992,"['Center', 'Forward']",84,240,"November 23, 1968","['Tennessee Technological University']","False","False",21,1.8,1,0.5,37.5,NA,65,37.5,10.9,-0.1,181
"Johnny Bach",1949,1949,"['Forward', 'Guard']",74,180,"July 10, 1924","['Fordham']","False","False",34,3.5,NA,0.7,28.6,NA,68,NA,NA,0.8,182
"Dwayne Bacon",2018,2021,"['Guard']",78,221,"August 30, 1995","['Florida State']","False","False",207,7.3,2.6,1.1,40.2,31.4,78,44.7,8.9,0.8,183
"Henry Bacon",1973,1973,"['Guard']",75,205,"July 5, 1948","['Louisville']","False","False",47,3.5,1.7,0.8,36.6,20,60.3,37.2,4.2,-0.1,184
"Ibou Badji",2024,2024,"['Center']",85,240,"October 13, 2002","","False","True",22,1.5,2.3,0.6,63.6,NA,50,63.6,8.1,0.2,185
"Jim Baechtold",1953,1957,"['Forward', 'Guard']",76,205,"December 9, 1927","['Eastern Kentucky University']","False","False",321,9.7,3.1,2.1,38.8,NA,78.3,NA,13.2,14.8,186
"Dalibor Bagarić",2001,2003,"['Center']",85,255,"February 7, 1980","","False","False",95,2.6,2.5,0.4,36.1,0,55.9,36.1,7,-0.9,187
"John Bagley",1983,1994,"['Guard']",72,185,"April 23, 1960","['Boston College']","False","False",665,8.7,2.6,6,43.7,24.1,77.9,44.8,13,16.6,188
"Marcus Bagley",2025,2025,"['Forward']",80,215,"October 23, 2001","['Arizona State']","False","True",10,6.7,7,1,39.1,15.6,80,42.8,11.8,0.2,189
"Marvin Bagley III",2019,2025,"['Forward', 'Center']",82,235,"March 14, 1999","['Duke']","False","True",289,12,6.5,0.9,51.8,29,69,54.1,17.5,12.6,190
"Amari Bailey",2024,2024,"['Guard']",77,185,"February 17, 2004","['UCLA']","False","True",10,2.3,0.9,0.7,33.3,12.5,85.7,35.4,9.7,-0.1,191
"Carl Bailey",1982,1982,"['Center']",84,210,"April 23, 1958","['Tuskegee University']","False","False",1,2,0,0,100,NA,NA,100,-6.8,0,192
"Gus Bailey",1975,1980,"['Guard', 'Forward']",77,185,"February 18, 1951","['Texas-El Paso']","False","False",147,2.6,1.7,1.1,40.6,100,51,40.8,11.3,0.8,193
"James Bailey",1980,1988,"['Forward', 'Center']",81,220,"May 21, 1957","['Rutgers University']","False","False",595,8.8,5,0.8,48.4,7.7,70.3,48.4,13,16.3,194
"Thurl Bailey",1984,1999,"['Forward', 'Center']",83,215,"April 7, 1961","['NC State']","False","False",928,12.8,5.1,1.4,47.3,11.4,81.2,47.3,14.3,45,195
"Toby Bailey",1999,2000,"['Guard']",78,213,"November 19, 1975","['UCLA']","False","False",73,3.3,1.7,0.6,40.7,20,69.2,41.4,11,1,196
"Cameron Bairstow",2015,2016,"['Forward', 'Center']",81,250,"December 7, 1990","['New Mexico']","False","False",36,1.2,1,0.2,29.6,20,84.6,30.6,5,-0.1,197
"Jimmie Baker",1976,1976,"['Forward']",81,220,"December 25, 1953","['UNLV', ' Hawaii']","False","False",5,1.2,2.8,0.8,20,NA,0,20,-3.2,-0.2,198
"Mark Baker",1999,1999,"['Guard']",73,175,"November 11, 1969","['Ohio State']","False","False",1,0,0,0,0,NA,NA,0,-46.6,-0.1,199
"Maurice Baker",2005,2005,"['Guard']",73,175,"July 28, 1979","['Oklahoma State']","False","False",5,0,0.4,0.2,0,NA,NA,0,-0.2,0,200
"Norm Baker",1947,1947,"['Guard']",72,180,"February 17, 1923","","False","False",4,0,NA,0,0,NA,NA,NA,NA,0,201
"Ron Baker",2017,2019,"['Guard']",76,220,"March 30, 1993","['Wichita State']","False","False",96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2,202
"Vin Baker",1994,2006,"['Forward', 'Center']",83,232,"November 23, 1971","['University of Hartford']","False","False",791,15,7.4,1.9,48.5,21.5,63.8,48.7,16.3,47,203
"Patrick Baldwin Jr.",2023,2025,"['Guard', 'Forward']",81,220,"November 18, 2002","['UW-Milwaukee']","False","True",93,3.7,2,0.5,40.5,37.3,65.8,53.2,11,0.6,204
"Wade Baldwin",2017,2019,"['Guard']",76,200,"March 29, 1996","['Vanderbilt']","False","False",56,3.1,1.2,1.4,35.5,25,77.6,38.2,7.1,-0.3,205
"Renaldo Balkman",2007,2012,"['Forward']",80,208,"July 14, 1984","['South Carolina']","False","False",221,4,3.5,0.6,51,17.2,54.2,51.8,14.3,7.2,206
"Cedric Ball",1991,1991,"['Forward']",80,210,"April 16, 1968","['UNC Charlotte']","False","False",7,1.1,1.6,0,37.5,NA,100,37.5,10.8,0,207
"LaMelo Ball",2021,2025,"['Guard']",79,180,"August 22, 2001","","False","True",231,21,6,7.4,42.1,36.5,83.7,50.8,18.9,13.6,208
"Lonzo Ball",2018,2025,"['Guard']",78,190,"October 27, 1997","['UCLA']","False","True",287,11.4,5.5,5.8,39.8,36.2,59.9,50.7,13.3,12.6,209
"Greg Ballard",1978,1989,"['Forward']",79,215,"January 29, 1955","['Oregon']","False","False",802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54,210
"Herschel Baltimore",1947,1947,"['Forward']",76,195,"June 21, 1921","['Penn State']","False","False",58,2.4,NA,0.3,20.2,NA,46.4,NA,NA,0.3,211
"Mo Bamba",2019,2025,"['Center']",84,231,"May 12, 1998","['Texas']","False","True",364,6.8,5.4,0.8,47.7,35.6,68.2,55,16.4,15.6,212
"Paolo Banchero",2023,2025,"['Forward']",82,250,"November 12, 2002","['Duke']","False","True",198,22.4,7.1,4.6,44.5,32,73,48.7,17.1,11.1,213
"Desmond Bane",2021,2025,"['Guard']",77,215,"June 25, 1998","['TCU']","False","True",313,17.8,4.6,3.8,47.2,41,88.3,56.6,17.2,25.5,214
"Gene Banks",1982,1987,"['Forward', 'Guard']",79,215,"May 15, 1959","['Duke']","False","False",468,11.3,5.8,2.9,53.9,4.3,73,53.9,15.1,31.2,215
"Marcus Banks",2004,2011,"['Guard']",74,200,"November 19, 1981","['Dixie State (UT)', ' UNLV']","False","False",348,5.9,1.5,2.1,43.2,32.7,76.8,46.9,12.2,6.6,216
"Walker Banks",1971,1971,"['Center']",82,205,"August 26, 1947","['Western Kentucky']","False","False",16,2.6,3.1,0.5,50,NA,41.2,50,6.4,0.2,217
"Ken Bannister",1985,1991,"['Forward', 'Center']",81,235,"April 1, 1960","['Indiana State University', "" Saint Augustine's College""]","False","False",253,5.9,3.5,0.4,48.8,0,49.2,48.8,8.9,0.6,218
"Mike Bantom",1974,1982,"['Forward', 'Center']",81,200,"December 3, 1951","[""Saint Joseph's""]","False","False",706,12.1,6.4,2.3,46.8,20,69.2,46.8,14.3,34.8,219
"Dalano Banton",2022,2025,"['Guard', 'Forward']",81,204,"November 7, 1999","['Nebraska']","False","True",216,6.8,2.2,2,40.2,30.4,72.8,46.1,12.6,2.1,220
"Cat Barber",2022,2022,"['Guard']",74,190,"July 25, 1994","['NC State']","False","True",3,0,1,1,0,NA,0,0,-11.2,-0.1,221
"John Barber",1957,1957,"['Forward']",78,210,"June 27, 1927","['California State University', ' Los Angeles']","False","False",5,1.4,1.2,0,25,NA,50,NA,4.2,0,222
"Leandro Barbosa",2004,2017,"['Guard']",75,194,"November 28, 1982","","False","False",850,10.6,2,2.1,45.9,38.7,82.1,52.6,15.1,37.4,223
"Steve Bardo",1992,1996,"['Guard']",77,190,"April 5, 1968","['Illinois']","False","False",33,2.2,1.8,1.3,32.9,10,69.6,33.5,8.1,-0.1,224
"J.J. Barea",2007,2020,"['Guard']",70,180,"June 26, 1984","['Northeastern University']","False","False",831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8,225
"Andrea Bargnani",2007,2016,"['Forward', 'Center']",84,245,"October 26, 1985","","False","False",550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9,226
"Cliff Barker",1950,1952,"['Guard']",74,185,"January 15, 1921","['Kentucky']","False","False",149,3.7,1.8,2,31.6,NA,66.2,NA,10.8,2,227
"Tom Barker",1977,1979,"['Center', 'Forward']",83,225,"March 11, 1955","['Minnesota', ' College of Southern Idaho', ' Hawaii']","False","False",98,6.5,5.3,0.8,42.2,NA,69.2,NA,10.9,1.3,228
"Charles Barkley",1985,2000,"['Forward']",78,252,"February 20, 1963","['Auburn']","True","False",1073,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2,229
"Erick Barkley",2001,2002,"['Guard']",73,177,"February 21, 1978","[""St. John's""]","False","False",27,2.9,0.8,1.5,35.6,26.7,90,37.8,9.9,0.2,230
"Don Barksdale",1952,1955,"['Forward', 'Center']",78,200,"March 31, 1923","['UCLA']","True","False",262,11,8,2.1,37,NA,66,NA,15.6,9.1,231
"Dominick Barlow",2023,2025,"['Forward']",81,221,"May 26, 2003","","False","True",96,4.2,3.1,0.8,51.9,25,68,53.5,13.8,2.8,232
"Harrison Barnes",2013,2025,"['Forward']",80,225,"May 30, 1992","['UNC']","False","True",993,13.9,4.8,1.8,46,38.5,81,52.8,13.7,61.6,233
"Harry Barnes",1969,1969,"['Forward']",75,205,"July 25, 1945","['Northeastern University']","False","False",22,2,1.2,0.2,28.1,NA,53.8,NA,2.4,-0.4,234
"Jim Barnes",1965,1971,"['Center', 'Forward']",80,210,"April 13, 1941","['Texas-El Paso']","False","False",454,8.8,6.5,0.8,42.9,NA,68.4,NA,12.5,14.2,235
"Marvin Barnes",1975,1980,"['Forward', 'Center']",80,210,"July 27, 1952","['Providence']","False","False",315,16,9.1,2.1,48.1,21.4,69.1,48.1,18.1,20.6,236
"Matt Barnes",2004,2017,"['Forward']",79,226,"March 9, 1980","['UCLA']","False","False",929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8,237
"Scottie Barnes",2022,2025,"['Guard', 'Forward']",79,227,"August 1, 2001","['Florida State']","False","True",276,17.2,7.5,5,46.6,30,76.1,50.4,17.1,19.4,238
"Dick Barnett",1960,1974,"['Guard', 'Forward']",76,190,"October 2, 1936","['Tennessee State']","True","False",971,15.8,2.9,2.8,45.6,NA,76.1,NA,14.7,68.7,239
"Jim Barnett",1967,1977,"['Guard', 'Forward']",76,170,"July 7, 1944","['Oregon']","False","False",732,11.7,3.1,3,43.5,NA,79.7,NA,14.6,33.2,240
"Nate Barnett",1976,1976,"['Guard']",75,175,"January 29, 1953","['University of Akron']","False","False",12,2.3,0.7,0.7,46.2,0,37.5,46.2,4.9,0,241
"John Barnhill",1963,1972,"['Guard']",73,180,"March 20, 1938","['Tennessee State']","False","False",589,8.6,2.5,2.9,40.6,23.6,65.8,41.6,10.7,12.7,242
"Norton Barnhill",1977,1977,"['Guard']",76,205,"July 15, 1953","['Washington State']","False","False",4,1,0.8,0.3,33.3,NA,NA,NA,4.7,0,243
"Leo Barnhorst",1950,1954,"['Forward', 'Guard']",76,190,"May 11, 1924","['Notre Dame']","False","False",344,9.4,5.4,3.2,36.8,NA,66.5,NA,14.2,13.3,244
"John Barr",1947,1947,"['Forward']",75,205,"August 18, 1918","['Penn State']","False","False",58,5.1,NA,0.9,28.3,NA,59.5,NA,NA,5,245
"Mike Barr",1973,1977,"['Guard']",75,180,"October 19, 1950","['Duquesne']","False","False",307,5.9,2.1,2.8,47.9,33.3,75.3,48.2,9.6,6.9,246
"Moe Barr",1971,1971,"['Guard']",76,195,"June 19, 1944","['Duquesne']","False","False",31,2,0.6,0.9,40.3,NA,84.6,NA,11.9,0.1,247
"Andre Barrett",2005,2008,"['Guard']",70,172,"February 21, 1982","['Seton Hall']","False","False",67,3.3,1.1,2,36.9,24.6,72.7,40.5,9.6,0.4,248
"Ernie Barrett",1954,1956,"['Guard', 'Forward']",75,180,"August 27, 1929","['Kansas State']","False","False",131,4.9,2.6,1.7,36.9,NA,74.8,NA,9.3,0.8,249
"Mike Barrett",1970,1973,"['Guard']",74,155,"September 5, 1943","['West Virginia Tech']","False","False",187,13.4,3.2,3.9,44,31,74.6,46.1,12.4,7.4,250
"RJ Barrett",2020,2025,"['Guard', 'Forward']",78,214,"June 14, 2000","['Duke']","False","True",387,18.8,5.6,3.3,44.1,34.6,69.7,49.4,13.9,13.3,251
"Earl Barron",2006,2015,"['Center']",84,250,"August 14, 1981","['Memphis']","False","False",140,4.6,3.5,0.5,37.1,16.7,70.2,37.3,8.6,-0.6,252
"Dana Barros",1990,2004,"['Guard']",71,163,"April 13, 1967","['Boston College']","False","False",850,10.5,1.9,3.3,46,41.1,85.8,53.6,16.4,49.6,253
"Brent Barry",1996,2009,"['Guard']",78,185,"December 31, 1971","['Oregon State']","False","False",912,9.3,3,3.2,46,40.5,82.3,57,15.7,70.5,254
"Drew Barry",1998,2000,"['Guard']",77,191,"February 17, 1973","['Georgia Tech']","False","False",60,2.2,1.1,1.9,41.7,38.1,77.4,53.4,9.8,0.6,255
"Jon Barry",1993,2006,"['Guard']",76,195,"July 25, 1969","['University of the Pacific', ' Georgia Tech']","False","False",821,5.7,1.8,2.2,43.4,39.2,84.8,52.4,14.7,37.2,256
"Rick Barry",1966,1980,"['Forward']",79,205,"March 28, 1944","['Miami (FL)']","True","False",1020,24.8,6.7,4.9,45.6,29.7,89.3,46,21,128.9,257
"Ed Bartels",1950,1951,"['Forward']",77,195,"October 8, 1925","['NC State']","False","False",32,4.2,4.9,1,25.1,NA,53.8,NA,NA,-1.1,258
"Vic Bartolome",1972,1972,"['Center']",84,230,"September 29, 1948","['Oregon State']","False","False",38,0.9,1.6,0.1,25.4,NA,80,NA,4.4,-0.4,259
"Will Barton",2013,2023,"['Guard']",77,181,"January 6, 1991","['Memphis']","False","False",679,11.2,4.1,2.7,43,35.5,78.7,49.8,13.9,26.5,260
"Eddie Basden",2006,2006,"['Guard']",77,215,"February 15, 1983","['UNC Charlotte']","False","False",19,2.1,1.5,0.4,40.5,14.3,80,41.9,10.3,0.2,261
"Jerry Baskerville",1976,1976,"['Forward']",79,190,"November 10, 1951","['Temple']","False","False",21,1.2,1.3,0.1,30.8,NA,62.5,NA,8,0,262
"Brandon Bass",2006,2017,"['Forward']",80,250,"April 30, 1985","['LSU']","False","False",758,8.7,4.5,0.8,49.9,20.7,83.2,50,15.3,42.8,263
"Paris Bass",2022,2022,"['Forward']",80,200,"August 29, 1995","['Detroit Mercy']","False","True",2,3,2,0,33.3,0,100,33.3,13.9,0,264
"Tim Bassett",1974,1980,"['Forward', 'Center']",80,225,"April 1, 1951","['College of Southern Idaho', ' Georgia']","False","False",473,6.2,6.7,1.2,42.3,28.6,58.8,42.4,10.2,12.9,265
"Charles Bassey",2022,2025,"['Center']",82,235,"October 28, 2000","['Western Kentucky']","False","True",113,4.3,4.3,0.8,63.1,23.1,64.8,63.6,19.1,3.8,266
"Maceo Baston",2003,2009,"['Forward']",81,215,"May 29, 1975","['Michigan']","False","False",105,2.7,1.7,0.2,61.6,37.5,74,62.5,14.4,2.3,267
"Mengke Bateer",2002,2004,"['Center']",83,290,"November 20, 1975","","False","False",46,3.4,2.5,0.6,39.1,33.3,74.4,40.7,6.4,-0.1,268
"Billy Ray Bates",1980,1983,"['Guard']",76,210,"May 31, 1956","['Kentucky State University']","False","False",187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9,269
"Emoni Bates",2024,2025,"['Guard']",82,170,"January 28, 2004","['Memphis', ' Eastern Michigan']","False","True",25,3.1,0.8,0.7,32.2,33.3,25,44.3,5.2,-0.2,270
"Keita Bates-Diop",2019,2024,"['Forward']",80,229,"January 23, 1996","['Ohio State']","False","True",283,6,3,0.9,47.4,33.3,75.1,52.9,12.7,7.4,271
"Esteban Batista",2006,2007,"['Forward', 'Center']",82,270,"September 2, 1983","","False","False",70,1.7,2.5,0.2,43.8,0,61.7,43.8,7.9,0.3,272
"Mike Batiste",2003,2003,"['Forward']",80,225,"November 21, 1977","['Arizona State']","False","False",75,6.4,3.4,0.7,42.2,22.2,78.4,44.1,12.2,0.8,273
"Tony Battie",1998,2012,"['Center', 'Forward']",83,230,"February 11, 1976","['Texas Tech']","False","False",837,6.1,5.1,0.6,48.8,16.2,69,49,12.6,36.4,274
"Shane Battier",2002,2014,"['Forward']",80,220,"September 9, 1978","['Duke']","False","False",977,8.6,4.2,1.8,43.7,38.4,74.3,52.9,12.6,75.7,275
"Jamison Battle",2025,2025,"['Forward']",79,220,"May 10, 2001","['George Washington', ' Minnesota', ' Ohio State']","False","True",59,7.1,2.7,0.9,42.9,40.5,88.9,58.1,10.7,1.7,276
"John Battle",1986,1995,"['Guard']",74,175,"November 9, 1962","['Rutgers University']","False","False",612,8.7,1.3,2.1,46.4,27.3,79.3,47.1,13.7,17.9,277
"Kenny Battle",1990,1993,"['Forward']",78,210,"October 10, 1964","['Northern Illinois', ' Illinois']","False","False",134,4.7,2.4,0.8,50.4,13.3,72.5,50.8,12.5,3.7,278
"Dave Batton",1983,1984,"['Center']",82,240,"March 26, 1956","['Notre Dame']","False","False",58,3.2,2.1,0.6,44.8,0,47.1,44.8,10.2,0.7,279
"Lloyd Batts",1975,1975,"['Guard', 'Forward']",76,185,"May 9, 1951","['Cincinnati']","False","False",58,10.3,3.4,1.8,36.6,28.6,61.7,39.7,11.3,-0.5,280
"Nicolas Batum",2009,2025,"['Forward', 'Guard']",80,230,"December 14, 1988","","False","True",1131,10,4.8,3.1,43.7,36.9,83.2,53.3,14,73.9,281
"Damion Baugh",2025,2025,"['Guard']",76,194,"August 3, 2000","['Memphis', ' TCU']","False","True",15,7.3,3.3,3.7,32.3,21.4,86.7,36.9,6.3,-0.5,282
"Johnny Baum",1970,1974,"['Forward']",77,200,"June 17, 1946","['Peirce College', ' Temple']","False","False",244,6.1,2.7,0.6,48,0,75.8,48,13.7,5.7,283
"Frankie Baumholtz",1947,1947,"['Guard']",70,170,"October 7, 1918","['Ohio University']","False","False",45,14,NA,1.2,29.8,NA,77.6,NA,NA,3.8,284
"Lonny Baxter",2003,2006,"['Forward']",80,260,"January 27, 1979","['Maryland']","False","False",162,3.9,2.9,0.2,46.6,20,65.7,46.7,11.6,2.9,285
"Jerryd Bayless",2009,2019,"['Guard']",75,200,"August 20, 1988","['Arizona']","False","False",586,8.4,2.1,2.9,41.1,36.1,81.8,47.1,12.2,18.6,286
"Elgin Baylor",1959,1972,"['Forward']",77,225,"September 16, 1934","['College of Idaho', ' Seattle University']","True","False",846,27.4,13.5,4.3,43.1,NA,78,NA,22.7,104.2,287
"Howard Bayne",1968,1968,"['Forward']",78,235,"July 28, 1942","['Tennessee']","False","False",69,4.9,6.6,1,36,14.3,53.8,36.1,8.2,0.8,288
"Aron Baynes",2013,2021,"['Center']",82,260,"December 9, 1986","['Washington State']","False","False",522,6,4.6,0.8,48.9,30.8,79.4,51.1,13.7,20.1,289
"Sergei Bazarevich",1995,1995,"['Guard']",74,168,"March 16, 1965","","False","False",10,3,0.7,1.4,50,16.7,77.8,52.3,13.6,0.2,290
"Kent Bazemore",2013,2022,"['Guard', 'Forward']",76,195,"July 1, 1989","['Old Dominion']","False","True",657,8.2,3.2,1.8,41.3,35.6,72.4,48.8,11.4,13.5,291
"Darius Bazley",2020,2024,"['Forward']",80,208,"June 12, 2000","","False","True",237,8.9,5.2,1.2,41.4,30.9,67.7,47.6,11.2,3.1,292
"Ed Beach",1951,1951,"['Forward']",75,200,"January 25, 1929","['West Virginia']","False","False",12,1.8,2.1,0.3,21.1,NA,66.7,NA,NA,-0.3,293
"Bradley Beal",2013,2025,"['Guard']",76,207,"June 28, 1993","['Florida']","False","True",801,21.5,4.1,4.3,46.4,37.6,82.1,52.7,18,58.6,294
"Al Beard",1968,1968,"['Center']",81,200,"April 27, 1942","['Norfolk State']","False","False",12,2.5,3.8,0,52.2,NA,54.5,52.2,6.3,0.3,295
"Butch Beard",1970,1979,"['Guard']",75,185,"May 4, 1947","['Louisville']","False","False",605,9.3,3.4,3.6,48.7,NA,77.1,NA,15,32.8,296
"Ralph Beard",1950,1951,"['Guard']",70,175,"December 2, 1927","['Kentucky']","False","False",126,15.9,3.8,4.4,36.6,NA,77,NA,NA,11.2,297
"Charlie Beasley",1968,1971,"['Guard', 'Forward']",77,190,"September 23, 1945","['SMU']","False","False",281,9.4,2.5,3.1,45.6,23.8,86.4,46.3,11.9,15.4,298
"Jerome Beasley",2004,2004,"['Forward']",82,237,"May 17, 1980","['Midland College', ' University of North Dakota']","False","False",2,1,0.5,0,33.3,NA,NA,33.3,5.9,0,299
"John Beasley",1968,1974,"['Forward', 'Center']",81,225,"February 5, 1944","['Texas A&M']","False","False",506,13.7,8.4,1.2,49.1,31.6,83.1,49.9,19.5,37.9,300
"Malik Beasley",2017,2025,"['Guard']",76,187,"November 26, 1996","['Florida State']","False","True",578,11.7,2.8,1.4,42.6,39.1,76.9,55.3,12.4,20.1,301
"Michael Beasley",2009,2019,"['Forward']",81,235,"January 9, 1989","['Kansas State']","False","False",609,12.4,4.7,1.3,46.5,34.9,75.9,48.7,15.6,15.6,302
"Zelmo Beaty",1963,1975,"['Center']",81,225,"October 25, 1939","['Prairie View A&M University']","True","False",889,17.1,10.9,1.5,49.4,15.4,77.1,49.4,18.7,106,303
"Rodrigue Beaubois",2010,2013,"['Guard']",72,170,"February 24, 1988","","False","False",182,7.1,1.9,2.1,43.9,32.5,81,49.6,14.5,4.8,304
"MarJon Beauchamp",2023,2025,"['Guard']",78,199,"October 12, 2000","['Yakima Valley Community College']","False","True",135,4.1,1.9,0.6,43,35.4,71.8,52.2,9.3,1.2,305
"Byron Beck",1968,1977,"['Center', 'Forward']",81,225,"January 25, 1945","['Columbia Basin College', ' Denver']","False","False",747,11.5,7,1.3,50.5,29.5,81.1,50.5,16.4,55,306
"Corey Beck",1996,1999,"['Guard']",73,190,"May 27, 1971","['South Plains College', ' Arkansas']","False","False",88,2.7,1.4,1.4,45.1,60,68.4,45.9,9.1,0.5,307
